ReportNetEnvelopeFileId,flarepCode,soecCapacity,soecCode,soecEndYear,soecEUFunds,soecInvCol,soecInvIAS,soecInvTp,soecJobs,soecLenghtCoCs,soecLenghtSaCs,soecLenghtStCs,soecNumbIAS,soecOpCosts,soecPeriod,soecPop,soecStartYear,soecInvComments
60354,BE-2,4130151,BEUWWINV2021_W,20211231,,46.5,,58.6,,,,,,,P,,20210101,"Wallonia Region. Actual investments costs: sum of all final paiements of the year 2021 related to investments in collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-2,4138063,BEUWWINV2022_W,20221231,,50.8,,81.2,,,,,,,CU,,20220101,"Wallonia Region. Estimated investments costs: annual forecasts of investment expenses related to collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-2,4145975,BEUWWINV2023_W,20231231,,50.8,,81.2,,,,,,,EXP,,20230101,"Wallonia Region. Estimated investments costs: annual forecasts of investment expenses related to collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-2,4153887,BEUWWINV2024_W,20241231,,50.8,,81.2,,,,,,,EXP,,20240101,"Wallonia Region. Estimated investments costs: annual forecasts of investment expenses related to collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-2,4161799,BEUWWINV2025_W,20251231,,50.8,,81.2,,,,,,,EXP,,20250101,"Wallonia Region. Estimated investments costs: annual forecasts of investment expenses related to collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-2,4169711,BEUWWINV2026_W,20261231,,50.8,,81.2,,,,,,,EXP,,20260101,"Wallonia Region. Estimated investments costs: annual forecasts of investment expenses related to collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-2,4177623,BEUWWINV2027_W,20271231,,50.8,,81.2,,,,,,,EXP,,20270101,"Wallonia Region. Estimated investments costs: annual forecasts of investment expenses related to collecting system (column soecInvCol) and WWTP and main sewer (column soecInvTp).
Total investment costs: costs of works and costs related."
60354,BE-1,1460000,BEUWWINVSEWERS2012_2019,20131231,,1.3,,0,,,,,,,P,,20130101,renovation and rehabilitation of the sewer network - VAT not included
60354,BE-3,5018304,BEUWWINV2012-3,20121231,,134.3,,40.2,,,,,,,P,,20120101,"actual investment cost, sum of all final payments of projects completed by Aquafin in 2012, commissioned by the Flemish Region, reference date 12/2012, VAT not included "
60354,BE-3,5089167,BEUWWINV2013-3,20131231,,106.9,,28.1,,,,,,,P,,20130101,"actual investment cost, sum of all final payments of projects completed by Aquafin in 2013, commissioned by the Flemish Region, reference date 12/2013, VAT not included "
60354,BE-3,5155186,BEUWWINV2014-3,20141231,,99,,19.2,,,,,,,P,,20140101,"actual investment cost, sum of all final payments of projects completed by Aquafin in 2014, commissioned by the Flemish Region, reference date 12/2014, VAT not included"
60354,BE-3,5256822,BEUWWINV2015-3,20151231,,106.5,,44.8,,,,,,,P,,20150101,"actual investment cost, sum of all final payments of projects completed by Aquafin in 2015, commissioned by the Flemish Region, reference date 12/2015, VAT not included"
60354,BE-3,5362540,BEUWWINV2016-3,20161231,,115.7,,32.8,,,,,,,P,,20160101,"Flemish Region: actual investment cost under the Optimization program (OP) (sum of all final payments of OP-projects completed by Aquafin in 2016, commissioned by the Flemish Region,  reference date 12/2016) + estimated investment costs for Asset Management-projects in 2016 (reference date 12/2016, VAT not included)."
60354,BE-3,5408943,BEUWWINV2017-3,20171231,,120,,48,,,,,,,P,,20170101,"Flemish Region: actual investment cost under the Optimization program (OP) (sum of all final payments of OP-projects completed by Aquafin in 2017, commissioned by the Flemish Region,  reference date 12/2017) + estimated investment costs for Asset Management-projects in 2017(reference date 12/2017, VAT not included)."
60354,BE-3,5446606,BEUWWINV2018-3,20181231,,133.57,,45.88,,,,,,,P,,20180101,"Flemish Region: actual investment cost under the Optimization program (OP) (sum of all final payments of OP-projects completed by Aquafin in 2018, commissioned by the Flemish Region,  reference date 12/2018) + estimated investment costs for Asset Management-projects in 2018 (reference date 12/2018, VAT not included)."
60354,BE-3,5489977,BEUWWINV2019-3,20191231,,139.85,,36.11,,,,,,,P,,20190101,"Flemish Region: actual investment cost under the Optimization program (OP) (sum of all final payments of OP-projects completed by Aquafin in 2019, commissioned by the Flemish Region,  reference date 12/2019) + estimated investment costs for Asset Management-projects in 2019 (reference date 12/2019, VAT not included)."
60354,BE-3,5513157,BEUWWINV2020-3,20201231,,133.92,,54.77,,,,,,,P,,20200101,"Flemish Region: actual investment cost under the Optimization program (OP) (sum of all final payments of OP-projects completed by Aquafin in 2020, commissioned by the Flemish Region,  reference date 12/2020) + estimated investment costs for Asset Management-projects in 2020 (reference date 12/2020, VAT not included)."
60354,BE-3,5539418,BEUWWINV2021-3,20211231,,142.38,,96.95,,,,,,,P,,20210101,"Flemish Region: actual investment cost under the Optimization program (OP) (sum of all final payments of OP-projects completed by Aquafin in 2021, commissioned by the Flemish Region,  reference date 12/2021) + estimated investment costs for Asset Management-projects in 2021 (reference date 12/2021, VAT not included)."
60354,BE-3,5577446,BEUWWINV2022-3,20221231,,135.44,,47.89,,,,,,,CU,,20220101,"Flemish Region: estimated investment cost of Optimization program-projects and Asset Management projects, sum of all final payments of projects to be completed by Aquafin in 2022, commissioned by the Flemish Region, reference date 12/2022, VAT not included."
60354,BE-1,1460000,BEUWWINVSEWERS2012_2019,20171231,,0.1,,0,,,,,,,P,,20170101,renovation and rehabilitation of the sewer network - VAT not included
60354,BE-1,1460000,BEUWWINVSEWERS2012_2019,20181231,,0.1,,0,,,,,,,P,,20180101,renovation and rehabilitation of the sewer network - VAT not included
60354,BE-1,1460000,BEUWWINVSEWERS2012_2019,20191231,,0.3,,0,,,,,,,P,,20190101,renovation and rehabilitation of the sewer network - VAT not included
60354,BE-1,1460000,BEUWWINVCOVERRE2017_2019,20171231,,20.3,,0,,,,,,,P,,20170101,building new collector Verrewinkelbeek - VAT not included
60354,BE-1,1460000,BEUWWINVCOVERRE2017_2019,20181231,,3.3,,0,,,,,,,P,,20180101,building new collector Verrewinkelbeek - VAT not included
60354,BE-1,1460000,BEUWWINVCOVERRE2017_2019,20191231,,0.1,,0,,,,,,,P,,20190101,building new collector Verrewinkelbeek - VAT not included
60354,BE-1,1460000,BEUWWINVCOGEL2018_2021,20181231,,0.4,,0,,,,,,,P,,20180101,building new collector Geleitsbeek - VAT not included
60354,BE-1,1460000,BEUWWINVCOGEL2018_2021,20191231,,3,,0,,,,,,,P,,20190101,building new collector Geleitsbeek - VAT not included
60354,BE-1,1460000,BEUWWINVCOGEL2018_2021,20201231,,3.8,,0,,,,,,,P,,20200101,building new collector Geleitsbeek - VAT not included
60354,BE-1,1460000,BEUWWINVCOGEL2018_2021,20211231,,0.8,,0,,,,,,,P,,20210101,building new collector Geleitsbeek - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20151231,,0,,14.6,,,,,,,P,,20150101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20161231,,0,,10.8,,,,,,,P,,20160101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20171231,,0,,20,,,,,,,P,,20170101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20181231,,0,,32.8,,,,,,,P,,20180101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20191231,,0,,16.3,,,,,,,P,,20190101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20201231,,0,,14.7,,,,,,,P,,20200101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPSUD2015_2021,20211231,,0,,3.2,,,,,,,P,,20210101,renovation and upgrade of the Brussels South WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20201231,,0,,26.7,,,,,,,P,,20200101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20211231,,0,,26.7,,,,,,,P,,20210101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20221231,,0,,26.7,,,,,,,CU,,20220101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20231231,,0,,26.7,,,,,,,EXP,,20230101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20241231,,0,,26.7,,,,,,,EXP,,20240101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20251231,,0,,26.7,,,,,,,EXP,,20250101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20261231,,0,,26.7,,,,,,,EXP,,20260101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVSTEPNORD2020_2027,20271231,,0,,4.5,,,,,,,EXP,,20270101,Investment share North WWTP - VAT not included
60354,BE-1,1460000,BEUWWINVBOTENREUKEN2022_2023,20221231,,4,,0,,,,,,,CU,,20220101,building new Storm Basin Ten Reuken - VAT not included
60354,BE-1,1460000,BEUWWINVBOTENREUKEN2022_2023,20231231,,3.6,,0,,,,,,,EXP,,20230101,building new Storm Basin Ten Reuken - VAT not included
60354,BE-1,1460000,BEUWWINVBOMOL2022_2029,20221231,,0.6,,0,,,,,,,CU,,20220101,building new Storm Basin Molenbeek - VAT not included
60354,BE-1,1460000,BEUWWINVBOMOL2022_2029,20231231,,1,,0,,,,,,,EXP,,20230101,building new Storm Basin Molenbeek - VAT not included
60354,BE-1,1460000,BEUWWINVBOMOL2022_2029,20251231,,11,,0,,,,,,,EXP,,20250101,building new Storm Basin Molenbeek - VAT not included
60354,BE-1,1460000,BEUWWINVBOMOL2022_2029,20261231,,14,,0,,,,,,,EXP,,20260101,building new Storm Basin Molenbeek - VAT not included
60354,BE-1,1460000,BEUWWINVBOMOL2022_2029,20271231,,12,,0,,,,,,,EXP,,20270101,building new Storm Basin Molenbeek - VAT not included
60354,BE-1,1460000,BEUWWINVBOWOL2024_2029,20241231,,1,,0,,,,,,,EXP,,20240101,building new Storm Basin Woluwe - VAT not included
60354,BE-1,1460000,BEUWWINVBOWOL2024_2029,20251231,,17,,0,,,,,,,EXP,,20250101,building new Storm Basin Woluwe - VAT not included
60354,BE-1,1460000,BEUWWINVBOWOL2024_2029,20261231,,20,,0,,,,,,,EXP,,20260101,building new Storm Basin Woluwe - VAT not included
60354,BE-1,1460000,BEUWWINVBOWOL2024_2029,20271231,,19,,0,,,,,,,EXP,,20270101,building new Storm Basin Woluwe - VAT not included
60354,BE-1,1460000,BEUWWINVBOGD2022_2025,20221231,,0.5,,0,,,,,,,CU,,20220101,Implement dynamic management in storm basins - VAT not included
60354,BE-1,1460000,BEUWWINVBOGD2022_2025,20231231,,1,,0,,,,,,,EXP,,20230101,Implement dynamic management in storm basins - VAT not included
60354,BE-1,1460000,BEUWWINVBOGD2022_2025,20241231,,1.5,,0,,,,,,,EXP,,20240101,Implement dynamic management in storm basins - VAT not included
60354,BE-1,1460000,BEUWWINVBOGD2022_2025,20251231,,1,,0,,,,,,,EXP,,20250101,Implement dynamic management in storm basins - VAT not included
60354,BE-1,1460000,BEUWWINVBOTC2020_2026,20201231,,0.9,,0,,,,,,,P,,20200101,storm basins - Complementary works - VAT not included
60354,BE-1,1460000,BEUWWINVBOTC2020_2026,20221231,,1,,0,,,,,,,CU,,20220101,storm basins - Complementary works - VAT not included
60354,BE-1,1460000,BEUWWINVBOTC2020_2026,20251231,,0.1,,0,,,,,,,EXP,,20250101,storm basins - Complementary works - VAT not included
60354,BE-1,1460000,BEUWWINVBOTC2020_2026,20261231,,0.5,,0,,,,,,,EXP,,20260101,storm basins - Complementary works - VAT not included
60354,BE-1,1460000,BEUWWINVCO2022_2027,20221231,,0.3,,0,,,,,,,CU,,20220101,Renovation of collectors - VAT not included
60354,BE-1,1460000,BEUWWINVCO2022_2027,20231231,,0.3,,0,,,,,,,EXP,,20230101,Renovation of collectors - VAT not included
60354,BE-1,1460000,BEUWWINVCO2022_2027,20241231,,0.3,,0,,,,,,,EXP,,20240101,Renovation of collectors - VAT not included
60354,BE-1,1460000,BEUWWINVCO2022_2027,20251231,,0.3,,0,,,,,,,EXP,,20250101,Renovation of collectors - VAT not included
60354,BE-1,1460000,BEUWWINVCO2022_2027,20261231,,0.3,,0,,,,,,,EXP,,20260101,Renovation of collectors - VAT not included
60354,BE-1,1460000,BEUWWINVCO2022_2027,20271231,,0.5,,0,,,,,,,EXP,,20270101,Renovation of collectors - VAT not included
60353,ES,8517053,ESUWWINV2017,20171231,0,139.8,3.4,473.6,,0,0,,,96.4,EXP,,20170101,
60353,ES,8517053,ESUWWINV2018,20181231,0,158.9,3.4,528.3,,0,0,,,97,EXP,,20180101,
60353,ES,8517053,ESUWWINV2019,20191231,0,187.4,3.4,623.6,,0,0,,,118.2,EXP,,20190101,
60353,ES,8517053,ESUWWINV2020,20201231,0,295.7,3.4,679.5,,0,0,,,130,EXP,,20200101,
60353,ES,8517053,ESUWWINV2024,20241231,0,513.1,0,1130.3,,0,0,,,122.3,EXP,,20240101,
60353,ES,8517053,ESUWWINV2025,20251231,0,513.1,0,1130.3,,0,0,,,122.3,EXP,,20250101,
60353,ES,8517053,ESUWWINV2026,20261231,0,513.1,0,1130.3,,0,0,,,122.3,EXP,,20260101,
60353,ES,8517053,ESUWWINV2027,20271231,0,513.1,0,1130.3,,0,0,,,122.3,EXP,,20270101,
60353,ES,8517053,ESUWWINV2028,20281231,0,23.8,,72.1,,0,0,,,0.8,EXP,,20280101,
60353,ES,8517053,ESUWWINV2029,20291231,0,23.8,,72.1,,0,0,,,0.8,EXP,,20290101,
60353,ES,8517053,ESUWWINV2030,20301231,0,23.8,,72.1,,0,0,,,0.8,EXP,,20300101,
60353,ES,8517053,ESUWWINV2031,20311231,0,23.8,,72.1,,0,0,,,0.8,EXP,,20310101,
60353,ES,8517053,ESUWWINV2032,20321231,0,23.8,,72.1,,0,0,,,0.8,EXP,,20320101,
60353,ES,8517053,ESUWWINV2033,20331231,0,23.8,,72.1,,0,0,,,0.8,EXP,,20330101,
60352,MT,704000,MTUWWINV2012,20121231,0.37,1.86,,0.51,,,,,,17.3,P,,20120101,
60352,MT,704000,MTUWWINV2013,20131231,0,3.78,,0.19,,,,,,15.64,P,,20130101,
60352,MT,720000,MTUWWINV2014,20141231,0,1.7,,0.51,,,,,,17.28,P,,20140101,
60352,MT,726000,MTUWWINV2015,20151231,6.96,11.91,,0.37,,,,,,17.31,P,,20150101,
60352,MT,726000,MTUWWINV2016,20161231,0.092114,2.5,,0.18,,,,,,16.67,P,,20160101,
60352,MT,746000,MTUWWINV2017,20171231,0,3.47,,1.1,,,,,,16.72,P,,20170101,"MTNSTP process optimisation: capacity 80,000 p.e"
60352,MT,746000,MTUWWINV2018,20181231,9.43,16.01,,4.48,,,,,,16.57,P,,20180101,
60352,MT,626000,MTUWWINV2019,20191231,8.51,17.24,,3.67,,,,,,16.53,P,,20190101,MTSASTP out of service for retrofit
60352,MT,626000,MTUWWINV2020,20201231,5.1,4.82,,1.98,215,0,1639,0,0,17.04,P,516100,20200101,MTSASTP out of service for retrofit
60352,MT,626000,MTUWWINV2021,20211231,2.25,10.41,,1.89,,,,,,17.25,CU,,20210101,MTSASTP out of service for retrofit
60352,MT,739000,MTUWWINV2022,20221231,6.77,8.92,,1.41,,,,,,17.5,CU,,20220101,"MTSASTP Phase I retrofit: 113,000 p.e. retrofitted plant capacity"
60352,MT,739000,MTUWWINV2023,20231231,16.13,8,,9,,,,,,17.75,EXP,,20230101,
60352,MT,739000,MTUWWINV2024,20241231,24.5,10,,27,,,,,,18,EXP,,20240101,
60352,MT,823000,MTUWWINV2025,20251231,26.6,14,,26,,,,,,20,EXP,,20250101,"
MTGSTP upgraded to 80,000 p.e.
MTNSTP upgraded to 130,000 p.e."
60352,MT,823000,MTUWWINV2026,20261231,13.3,14,,7,,,,,,20.5,EXP,,20260101,
60352,MT,936000,MTUWWINV2027,20271231,14,14,,9,,,,,,21.5,EXP,,20270101,"MTSASTP upgrade to 226,000 p.e."
60351,HR_Art17_2020,6015174,HRUWWINV2021_2032,20321231,1994.66,2161,,941,,,,,,,EXP,,20210101,field soecCapacity includes the sum of flatpExpCapacity from FLAUWWTPs sheet
60368,PT_2020,4814679,PTUWWINV2013_2027,20271231,147.401,0,,296.554,7123,10663.9,54218.7,9380.1,,,EXP,10298252,20130101,"A soecCapacity e os soeINV correspondem às ETAR reportadas ao abrigo do art.º 17.º da DARU. A soecCapacity corresponde à carga que entra nas ETAR no ano horizonte de projeto. Reportaram-se três períodos em simultâneo P(2013-2019), CU (2020) e EXP (2020-2027) porque não se consegue obter a informação discriminada."
60370,RO08,3187655,ROUWWINV2012_2018,20181231,2218.98,913.088,0,187.984,,20422.519,13390.243,11869.78,11352,856.134,P,3226482,20120101,"Amount of investment whether VAT not included. IAS cost are not included. Cost measures for sewerage networks, waste water treatment and waste management measures. Other costs included: technical assistance for designing surveillance works, financial audit service projects, pumping stations, evacuation pipelines, waste collection, pipeline bypass pipes to the treatment plant, studies, monitoring. "
60370,RO08,465709,ROUWWINV2019_2020,20201231,31.802,63.938,0,11.368,,20270.072,21963.469,6459.941,4512,15.814,CU,1229744,20190101,"Amount of investment whether VAT not included. IAS cost are not included. Cost measures for sewerage networks, waste water treatment and waste management measures. Other costs included: technical assistance for designing surveillance works, financial audit service projects, pumping stations, evacuation pipelines, waste collection, pipeline bypass pipes to the treatment plant, studies, monitoring. "
60370,RO08,10690172,ROUWWINV2021_2023,20231231,656.946,1904.067,0,977.007,,18528.556,16098.415,10014.455,7654,662.647,EXP,5753996,20210101,"Amount of investment whether VAT not included. IAS cost are not included. Cost measures for sewerage networks, waste water treatment and waste management measures. Other costs included: technical assistance for designing surveillance works, financial audit service projects, pumping stations, evacuation pipelines, waste collection, pipeline bypass pipes to the treatment plant, studies, monitoring. "
60370,RO08,8630221,ROUWWINV2024_2027,20271231,1849.175,3246.068,78.95,1271.36,,17609.136,15798.295,8869.255,2802,1084.183,EXP,4033913,20240101,"Amount of investment whether VAT not included. IAS cost are partially included. Cost measures for sewerage networks, waste water treatment and waste management measures. Other costs included: technical assistance for designing surveillance works, financial audit service projects, pumping stations, evacuation pipelines, waste collection, pipeline bypass pipes to the treatment plant, studies, monitoring. . "
60373,BG2022,9125032,BGUWWINV2028_2029,20291231,918.55,2063.926,469.12,481.26,,,,,,449.43,EXP,,20280101,The ammount is related to National funding which is forseen to be provided 125 mln Euro/per year for the period 2022-2030 both for waste water and for drinking water projects
60369,IT008,1200081,ITUWWINV2006,20061231,,49.857142,,36.171428,,,,,,,P,,20060101,
60369,IT008,1200081,ITUWWINV2007,20071231,,49.857142,,36.171428,,,,,,,P,,20070101,
60369,IT008,1200081,ITUWWINV2008,20081231,,49.857142,,36.171428,,,,,,,P,,20080101,
60369,IT008,1200081,ITUWWINV2009,20091231,,49.857142,,36.171428,,,,,,,P,,20090101,
60369,IT008,1200081,ITUWWINV2010,20101231,,49.857142,,36.171428,,,,,,,P,,20100101,
60369,IT008,1200081,ITUWWINV2011,20111231,,49.857142,,36.171428,,,,,,,P,,20110101,
60369,IT008,2954378,ITUWWINV2012,20121231,,75.860169,,75.054499,,,,,,,P,,20120101,
60369,IT008,9977868,ITUWWINV2013,20131231,,74.561181,,85.218003,,,,,,,P,,20130101,
60369,IT008,21852542,ITUWWINV2014,20141231,24.437,118.917883,,130.637212,,,,,,,P,,20140101,
60369,IT008,41564372,ITUWWINV2015,20151231,70.8029987,376.871845,,200.482096,,,,,,,P,,20150101,
60369,IT008,51814099,ITUWWINV2016,20161231,107.254562,490.55195,,345.231703,,19925,,,,,P,,20160101,
60369,IT008,42594554,ITUWWINV2017,20171231,93.3416108,451.992836,,326.977076,,,,,,,P,,20170101,
60369,IT008,72083636,ITUWWINV2018,20181231,84.4035684,424.06422,,434.962209,,20466,,,,,P,,20180101,
60369,IT008,67115899,ITUWWINV2019,20191231,83.7211617,418.113529,,398.946964,132,,,,,,P,,20190101,
60369,IT008,84685980,ITUWWINV2020,20201231,79.5926331,483.760131,,472.274233,132,21665,,,,,P,,20200101,
60369,IT008,74927877,ITUWWINV2021,20211231,68.750749,584.864147,,590.747099,132,,,,,,P,,20210101,
60369,IT008,75805162,ITUWWINV2022,20221231,488.88713,516.060844,,930.921723,132,,,,,,CU,,20220101,
60369,IT008,73779334,ITUWWINV2023,20231231,138.368186,9980.74042,,590.180159,,,,,,,EXP,,20230101,
60369,IT008,57337552,ITUWWINV2024,20241231,106.761599,581.00748,,548.657439,,,,,,,EXP,,20240101,
60369,IT008,48272903,ITUWWINV2025,20251231,200,500.93031,,542.106617,,,,,,,EXP,,20250101,
60369,IT008,27955618,ITUWWINV2026,20261231,,389.325593,,190.668508,,,,,,,EXP,,20260101,
60369,IT008,27958354,ITUWWINV2027,20271231,,165.581114,,162.663719,,,,,,,EXP,,20270101,
60373,BG2022,8263133,BGUWWINV2020_2022,20221231,86.24,16.93,5.19,95.36,,,,,,81.05,CU,,20201231,
60373,BG2022,8362883,BGUWWINV2023_2027,20271231,268.92,240.7,198.19,85.83,,,,,,70.73,EXP,,20230101,
60362,LT-2020,8000,LTUWWINV2021,20211231,,0,,0,,,,,,,P,,20210101,Measures are needed to stop potentially illegal discharges into collecting system
60361,LV008,2089445,LVUWWINV2012_2020,20201231,,193.974666,,4.690888,,,,,,,P,,20120101,
60361,LV008,2089445,LVUWWINV2021_2022,20221231,,0,,0,,,,,,,CU,,20210101,No project selection calls during this period
60361,LV008,2089445,LVUWWINV2023_2029,20291231,,0,,65.43578,,,,,,,EXP,,20230101,Cohesion policy programme 2021-2027 has not been not approved yet
60357,CY 2021 Art.17,1352749,CYUWWINV2012_2019,20191231,61.49,261.95,,97.48,,,,,,,P,,20120101,"million euros, VAT included, Reference Date (06/2022)"
60357,CY 2021 Art.17,1352749,CYUWWINV2020,20201231,0,0,,0,,,,,,,CU,,20200101,-
60350,LU100,1035665,LUUWWINV2015,20151231,0,62,0,15,0,0,0,0,0,0,P,562958,20150101,"price VAT not included, population at the 01.01.2015"
60350,LU100,932700,LUUWWINV2012,20121231,0,60,0,15,0,0,0,0,0,0,P,524853,20120101,"price VAT not included, population at the 01.01.2012"
60350,LU100,977725,LUUWWINV2016,20161231,0,60,0,20,0,0,0,0,0,0,P,576249,20160101,"price VAT not included, population at the 01.01.2016"
60350,LU100,990565,LUUWWINV2017,20171231,0,55,0,30,0,0,0,0,0,0,P,590667,20170101,"price VAT not included, population at the 01.01.2017"
60384,SI_2020_Art_17,2444000,SIUWWINV2006_2012,20121231,,412,,264,,,,,,,P,,20060101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2465000,SIUWWINV2013,20131231,,57,,25,,,,,,,P,,20130101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2495000,SIUWWINV2014,20141231,,100,,63,,,,,,,P,,20140101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2509000,SIUWWINV2015,20151231,,115,,94,,,,,,,P,,20150101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2651000,SIUWWINV2016,20161231,18,33,,15,,,,,,,P,,20160101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2677000,SIUWWINV2017,20171231,20,54,,8,,,,,,,P,,20170101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2018,20181231,28,65,,20,,,,,,,P,,20180101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2019,20191231,38,78,,35,,,,,,,P,,20190101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2020,20201231,32,75,,15,,,,,,,CU,,20200101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2021,20211231,13,32,,5,,,,,,,EXP,,20210101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2022,20221231,8,14,,3,,,,,,,EXP,,20220101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2023,20231231,6,11,,1.5,,,,,,,EXP,,20230101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,2681000,SIUWWINV2024,20241231,5,7,,2,,,,,,,EXP,,20240101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60384,SI_2020_Art_17,3288000,SIUWWINV2025_2030,20301231,6,12,,5,,,,,,,EXP,,20250101,"ocena-tekoče cene, davek na dodano vrednost ni vključen"
60350,LU100,1034855,LUUWWINV2013,20131231,0,64,0,18,0,0,0,0,0,0,P,537039,20130101,"price VAT not included, population at the 01.01.2013"
60350,LU100,1036155,LUUWWINV2014,20141231,0,73,0,20,0,0,0,0,0,0,P,549680,20140101,"price VAT not included, population at the 01.01.2014"
